excoriación de la piel (trastorno)	L70.5	247444006
lesión craneal localizada	G93.89	95638000
lesión intracraneal localizada	G93.89	95638000
lesión craneal localizada (trastorno)	G93.89	95638000
intoxicación por flucitosina	T37.8X2?	66491001
intoxicación causada por flucitosina (trastorno)	T37.8X2?	66491001
intoxicación causada por flucitosina	T37.8X2?	66491001
neoplasia maligna primaria del encéfalo (trastorno)	C71.9	93727008
neoplasia maligna primaria del encéfalo	C71.9	93727008
trombosis venosa profunda de ambas extremidades inferiores (trastorno)	T82.868?	444325005
trombosis venosa profunda de ambas extremidades inferiores	T82.868?	444325005
trombosis venosa profunda bilateral de extremidades inferiores	T82.868?	444325005
atrofia de músculo	M62.50	88092000
amiotrofia	M62.50	88092000
atrofia muscular	M62.50	88092000
atrofia de músculo (trastorno)	M62.50	88092000
caries dental secundaria asociada con factores locales o sistémicos	K00.4	95253003
caries dental secundaria asociada con factores locales o sistémicos (trastorno)	K00.4	95253003
consumo de tabaco en la madre que complica el nacimiento (hallazgo)	O99.334	10761391000119102
consumo de tabaco en la madre que complica el nacimiento	O99.334	10761391000119102
meningoencefalitis por rubéola	B06.01	13225007
meningoencefalitis por rubéola (trastorno)	B06.01	13225007
cirugía bariátrica previa que complica el embarazo	O99.840	100841000119109
cirugía bariátrica previa que complica el embarazo (trastorno)	O99.840	100841000119109
metatarsalgia	M77.42	10085004
metatarsalgia (hallazgo)	M77.42	10085004
infección por schistosoma mansoni	B65.9	750009
infección por schistosoma mansoni (trastorno)	B65.9	750009
exacerbación de insuficiencia cardíaca congestiva (trastorno)	P29.0	96311000119109
exacerbación de insuficiencia cardíaca congestiva	P29.0	96311000119109
infección causada por larva de anisakis	B81.0	442652006
infección causada por larva de anisakis (trastorno)	B81.0	442652006
corea gravídica	O99.350	25113000
corea gravídica (trastorno)	O99.350	25113000
trastorno de dirección de flujo de humor acuoso	H40.839	370504007
trastorno de dirección de flujo de humor acuoso (trastorno)	H40.839	370504007
parestesia de extremidad superior	R20.2	95673003
parestesia de extremidad superior (hallazgo)	R20.2	95673003
hallazgo anormal en procedimiento de cribado	P09	712875004
hallazgo anormal en procedimiento de cribado (hallazgo)	P09	712875004
hallazgo anormal en procedimiento de screening	P09	712875004
hallazgo anormal en procedimiento de tamizado	P09	712875004
hallazgo anormal en procedimiento de pesquisa	P09	712875004
antecedente de reemplazo de vejiga	Z96.0	87341000119106
antecedente de reemplazo de vejiga (situación)	Z96.0	87341000119106
esterilidad natural	N97.9	9789007
esterilidad natural (hallazgo)	N97.9	9789007
herida abierta de cuello, sin complicación (trastorno)	S11.80X?	51411000
herida abierta de cuello, sin complicación	S11.80X?	51411000
conjuntivitis rosácea aguda	L71.9	91864001
conjuntivitis rosácea aguda (trastorno)	L71.9	91864001
síndrome de miocardiopatía heredada de la madre e hipoacusia	I42.9	724173009
síndrome de miocardiopatía heredada de la madre e hipoacusia (trastorno)	I42.9	724173009
lesión traumática de arteria humeral (trastorno)	S45.119?	10129005
lesión traumática de arteria braquial	S45.119?	10129005
lesión traumática de arteria humeral	S45.119?	10129005
apnea del sueño	P28.3	73430006
apnea del sueño (trastorno)	P28.3	73430006
quemaduras de tercer grado de sitios múltiples	T30.0	83366000
quemaduras de espesor completo de múltiples sitios	T30.0	83366000
quemaduras de espesor completo de múltiples sitios (trastorno)	T30.0	83366000
neoplasia benigna del trapecio	D16.10	92449009
neoplasia benigna del trapecio (trastorno)	D16.10	92449009
neoplasia benigna de hueso	D16.9	92027006
neoplasia benigna de hueso (trastorno)	D16.9	92027006
neoplasia ósea benigna	D16.9	92027006
dilatación tóxica del intestino	T65.91X?	9914004
dilatación intestinal tóxica	T65.91X?	9914004
dilatación tóxica del intestino (trastorno)	T65.91X?	9914004
hiperplasia megacariocítica de la médula ósea	D75.89	83525004
hiperplasia megacariocítica de la médula ósea (trastorno)	D75.89	83525004
ausentismo	Z56.89	8015008
ausentismo (hallazgo)	Z56.89	8015008
disgenesia gonadal pura	J84.10	95219002
disgenesia gonadal pura (trastorno)	J84.10	95219002
trastorno de la función del hueso en el soporte del peso corporal	M89.8X9	83531001
trastorno de la función del hueso en el soporte del peso corporal (trastorno)	M89.8X9	83531001
síndrome piramidal parkinsoniano	G20	783012006
síndrome piramidal parkinsoniano (trastorno)	G20	783012006
atrapamiento de rama superficial de nervio radial (trastorno)	G56.80	718519003
atrapamiento de rama superficial de nervio radial	G56.80	718519003
síndrome de wartenberg	G56.80	718519003
queiralgia parestésica	G56.80	718519003
fiebre de origen desconocido	P81.9	7520000
fiebre de origen desconocido (hallazgo)	P81.9	7520000
período postparto, 7 días	Z39.2	88387008
estado postparto, 1 semana	Z39.2	88387008
período postparto, 1 semana	Z39.2	88387008
puerperio, 7 días	Z39.2	88387008
puerperio, 1 semana	Z39.2	88387008
estado posparto, 7 días	Z39.2	88387008
estado posparto, 1 semana	Z39.2	88387008
período posparto, 7 días	Z39.2	88387008
período posparto, 1 semana	Z39.2	88387008
período postparto, 7 días (hallazgo)	Z39.2	88387008
fibrinólisis aumentada	D65	89470004
aumento de la hidrólisis de fibrina	D65	89470004
fibrinólisis aumentada (hallazgo)	D65	89470004
luxación congénita bilateral de la cadera	Q65.02	10155006
luxación congénita bilateral de la cadera (trastorno)	Q65.02	10155006
masa del mediastino	R22.2	94147001
masa mediastínica	R22.2	94147001
masa del mediastino (hallazgo)	R22.2	94147001
neuroma posquirúrgico de miembro inferior	G57.91	101601000119101
neuroma posquirúrgico de miembro inferior (trastorno)	G57.91	101601000119101
trastorno de nervio axilar izquierdo	G56.92	16005111000119102
trastorno de nervio axilar izquierdo (trastorno)	G56.92	16005111000119102
ritmo de escape ventricular	I44.2	81898007
ritmo de escape ventricular (trastorno)	I44.2	81898007
alteración de la coloración ungueal	L60.8	89077005
alteración de la coloración ungueal (hallazgo)	L60.8	89077005
albinismo oculocutáneo	E70.329	63844009
albinismo perfecto completo	E70.329	63844009
albinismo total	E70.329	63844009
albinismo universal	E70.329	63844009
albinismo universal completo	E70.329	63844009
albinismo oculocutáneo (trastorno)	E70.329	63844009
demencia senil con psicosis	F03.91	371026009
demencia senil con psicosis (trastorno)	F03.91	371026009
vasculitis renal	I77.6	95578000
vasculitis renal (trastorno)	I77.6	95578000
síndrome de poliploidía	Q92.7	72991005
síndrome de poliploidía (trastorno)	Q92.7	72991005
hemosiderosis hepática	E83.19	83761007
hemosiderosis hepática (trastorno)	E83.19	83761007
colangitis - colangiohepatitis linfocítica crónica	K83.09	9843006
colangitis - colangiohepatitis linfocítica crónica (trastorno)	K83.09	9843006
efecto tóxico del níquel	T56.891?	8567004
efecto tóxico del níquel (trastorno)	T56.891?	8567004
osteomielitis de miembro superior	M86.149	371551001
osteomielitis de extremidad superior	M86.149	371551001
osteomielitis de extremidad superior (trastorno)	M86.149	371551001
artritis bacteriana de articulación costovertebral	M00.80	712530006
artritis bacteriana de articulación costovertebral (trastorno)	M00.80	712530006
inflamación gonocócica aguda de vesículas seminales (trastorno)	A54.23	65049003
inflamación gonocócica aguda de vesículas seminales	A54.23	65049003
sincondrosis isquiopúbica de van neck	M91.0	79362003
sincondrosis isquiopubiana de van neck	M91.0	79362003
sincondrosis isquiopúbica de van neck (trastorno)	M91.0	79362003
enfermedad por el virus catu	A93.8	89805002
fiebre catu	A93.8	89805002
enfermedad por el virus catu (trastorno)	A93.8	89805002
úlcera del escroto	N50.89	9750001
úlcera escrotal	N50.89	9750001
úlcera del escroto (trastorno)	N50.89	9750001
dermatitis exfoliativa generalizada subaguda	L26	6048002
dermatitis exfoliativa generalizada subaguda (trastorno)	L26	6048002
derivación arteriovenosa in situ (hallazgo)	Z95.828	699007002
derivación arteriovenosa in situ	Z95.828	699007002
shunt arteriovenoso in situ	Z95.828	699007002
problema musculoesquelético en el embarazo (trastorno)	O99.89	9111000119104
problema musculoesquelético en el embarazo	O99.89	9111000119104
lipidosis del humor acuoso	H57.89	95713000
lipidosis acuosa	H57.89	95713000
lipidosis del humor acuoso (trastorno)	H57.89	95713000
pareja enferma	Z63.79	719175001
pareja enferma (situación)	Z63.79	719175001
laceración perineal de tercer grado, tipo 3c	O70.20	449809008
laceración perineal de tercer grado, tipo 3c (trastorno)	O70.20	449809008
antecedente de lesión traumática abierta de la cabeza (situación)	Z87.828	97131000119103
antecedente de lesión traumática abierta de la cabeza	Z87.828	97131000119103
intoxicación por sorgo bicolor	T63.791?	91536003
intoxicación por pasto de sudán	T63.791?	91536003
intoxicación por sorgo bicolor (trastorno)	T63.791?	91536003
herpes simplex recurrente del pene (trastorno)	A60.01	402895006
herpes simplex recurrente del pene	A60.01	402895006
tasa de renovación ósea aumentada	M89.20	90256008
tasa de intercambio óseo aumentada	M89.20	90256008
incremento en la tasa de renovación ósea	M89.20	90256008
incremento en la tasa de intercambio óseo	M89.20	90256008
tasa de renovación ósea aumentada (hallazgo)	M89.20	90256008
hemivértebra dorsal	Q76.49	95304000
hemivértebra torácica	Q76.49	95304000
hemivértebra dorsal (trastorno)	Q76.49	95304000
costilla supernumeraria corta	Q76.6	95265004
costilla supernumeraria corta (trastorno)	Q76.6	95265004
interacción hemo - hemo aumentada	R71.8	89327000
interacción hemo - hemo aumentada (hallazgo)	R71.8	89327000
ataque apneico neonatal	P28.4	95616002
ataque apneico neonatal (hallazgo)	P28.4	95616002
embarazo por fertilización in vitro (hallazgo)	O09.819	10231000132102
embarazo por fertilización in vitro	O09.819	10231000132102
prolapso completo de pared anterior de la vagina	N81.10	735478007
prolapso completo de pared anterior de la vagina (trastorno)	N81.10	735478007
fibrosis de la vejiga	N32.89	95587009
fibrosis vesical	N32.89	95587009
fibrosis de la vejiga (trastorno)	N32.89	95587009
efecto tóxico de otro solvente hidrocarburo clorurado	T53.3X1?	56488003
efecto tóxico de otro solvente hidrocarburo clorurado (trastorno)	T53.3X1?	56488003
derrame paraneumónico	J18.9	81075000
derrame pleural asociado con infección pulmonar	J18.9	81075000
derrame paraneumónico (trastorno)	J18.9	81075000
queratosis por tabaco sin humo	K13.79	95269005
queratosis por tabaco sin humo (trastorno)	K13.79	95269005
alud	X36.1XX?	82145005
avalancha	X36.1XX?	82145005
alud (evento)	X36.1XX?	82145005
peligros físicos en el ambiente (hallazgo)	Z77.9	422857009
peligros físicos en el ambiente	Z77.9	422857009
exposición ocupacional al ruido	W42.9XX?	78427001
exposición ocupacional al ruido (evento)	W42.9XX?	78427001
exposición al aire contaminado, no ocupacional	Z77.110	102426005
exposición al aire contaminado, no laboral	Z77.110	102426005
exposición al aire contaminado, no ocupacional (evento)	Z77.110	102426005
exposición al agua de baño contaminada	Z77.111	102431007
exposición al agua de baño contaminada (evento)	Z77.111	102431007
exposición al suelo contaminado, no ocupacional	Z77.112	102434004
exposición al suelo contaminado, no laboral	Z77.112	102434004
exposición al suelo contaminado, no ocupacional (evento)	Z77.112	102434004
derrame de petróleo	Z77.118	57371001
derrame de petróleo (evento)	Z77.118	57371001
exposición al aire contaminado, ocupacional	Z57.39	102425009
exposición al aire contaminado, laboral	Z57.39	102425009
exposición al aire contaminado, ocupacional (evento)	Z57.39	102425009
exposición ocupacional a riesgo ergonómico	Z57.8	737348000
exposición ocupacional a riesgo ergonómico (evento)	Z57.8	737348000
exposición a agentes agrícolas tóxicos, ocupacional	Z57.4	102442003
exposición a agentes agrícolas tóxicos, laboral	Z57.4	102442003
exposición a agentes agrícolas tóxicos, ocupacional (evento)	Z57.4	102442003
exposición a desecho tóxico (evento)	Z57.5	418357009
exposición a desecho tóxico	Z57.5	418357009
exposición a alcohol	Z77.098	709460009
exposición a alcohol (evento)	Z77.098	709460009
exposición ocupacional a polvo	Z57.2	16090691000119109
exposición ocupacional a polvo (evento)	Z57.2	16090691000119109
fractura patológica de costilla (trastorno)	M80.00X?	704169000
fractura patológica de costilla	M80.00X?	704169000
discinesia medicamentosa, inicio agudo	G24.02	93433003
discinesia medicamentosa, inicio agudo (trastorno)	G24.02	93433003
discinesia medicamentosa subaguda	G24.01	98811000119103
discinesia debida a fármaco	G24.01	98811000119103
discinesia causada por fármaco (trastorno)	G24.01	98811000119103
discinesia causada por fármaco	G24.01	98811000119103
perforación de aurícula izquierda debida a procedimiento y posterior él	I97.89	762541006
perforación de aurícula izquierda debida a procedimiento y posterior él (trastorno)	I97.89	762541006
difteria conjuntival	A36.86	7773002
conjuntivitis diftérica pseudomembranosa	A36.86	7773002
difteria conjuntival (trastorno)	A36.86	7773002
tiroiditis supurativa aguda	E06.0	25476006
tiroiditis piogénica	E06.0	25476006
absceso de tiroides	E06.0	25476006
tiroiditis supurativa aguda (trastorno)	E06.0	25476006
absceso de la faringe	J36	59707005
absceso faríngeo	J36	59707005
absceso de la faringe (trastorno)	J36	59707005
víctima de ataque físico	T74.12X?	90774003
víctima de ataque físico (hallazgo)	T74.12X?	90774003
síndrome del bebé sacudido	T74.4XX?	102458000
síndrome del lactante sacudido	T74.4XX?	102458000
bebé sacudido	T74.4XX?	102458000
síndrome del lactante sacudido (hallazgo)	T74.4XX?	102458000
síndrome del lactante sacudido - lesión no accidental	T74.4XX?	102458000
bebé zarandeado	T74.4XX?	102458000
resistencia a los corticoides	Z78.9	95917009
resistencia a los corticosteroides	Z78.9	95917009
corticorresistencia	Z78.9	95917009
resistencia a los corticoides (trastorno)	Z78.9	95917009
dieta hipercalórica, hiperproteica para el paciente quemado	Z76.89	9799002
dieta de alto contenido calórico y proteico para el paciente quemado	Z76.89	9799002
dieta hipercalórica, hiperproteica para el paciente quemado (hallazgo)	Z76.89	9799002
dolor irradiado	R52	9972008
dolor irradiado (hallazgo)	R52	9972008
dolor mecánico	G89.29	9626006
dolor mecánico (hallazgo)	G89.29	9626006
limitación crónica del movimiento del cuello	R29.898	95420006
limitación crónica del movimiento del cuello (trastorno)	R29.898	95420006
artropatía asociada con otra enfermedad sistémica	R69	91291006
artropatía asociada con otra enfermedad sistémica (trastorno)	R69	91291006
entumecimiento de membrana mucosa	R68.89	95359001
entumecimiento de membrana mucosa (hallazgo)	R68.89	95359001
movilidad alterada (hallazgo)	R53.2	82971005
movilidad alterada	R53.2	82971005
alteración de la movilidad física	R53.2	82971005
fiebre aséptica	R50.9	9619006
fiebre aséptica (hallazgo)	R50.9	9619006
reacción de estrés con agitación psicomotriz	F43.9	92501000119101
reacción de estrés con agitación psicomotriz (trastorno)	F43.9	92501000119101
afecto plano	R45.89	932006
afecto plano (hallazgo)	R45.89	932006
conducta peleadora	R46.89	9182005
truculencia	R46.89	9182005
conducta discutidora	R46.89	9182005
disputa	R46.89	9182005
conducta camorrista	R46.89	9182005
comportamiento discutidor	R46.89	9182005
conducta peleadora (hallazgo)	R46.89	9182005
miotonía adquirida	M62.89	85034001
enfermedad de talma	M62.89	85034001
miotonía adquirida (trastorno)	M62.89	85034001
calambre en pierna	G47.62	449918009
calambre en pierna (hallazgo)	G47.62	449918009
espasmo muscular nocturno	R25.2	90392009
espasmo muscular nocturno (hallazgo)	R25.2	90392009
hiperostosis esternocostoclavicular aislada	M85.89	766711009
hiperostosis esternocostoclavicular aislada (trastorno)	M85.89	766711009
cervicodinia	M54.2	81680005
dolor de cuello	M54.2	81680005
cuello doloroso	M54.2	81680005
cervicalgia	M54.2	81680005
cervicodinia (hallazgo)	M54.2	81680005
extremidad superior dolorosa y fría	M79.603	771546002
brazo doloroso y frío	M79.603	771546002
extremidad superior dolorosa y fría (hallazgo)	M79.603	771546002
vasodilatación periférica	I73.9	91081006
dilatación vascular periférica	I73.9	91081006
vasodilatación periférica (hallazgo)	I73.9	91081006
edema retroperitoneal	R60.0	95548009
edema retroperitoneal (trastorno)	R60.0	95548009
laceración del tronco encefálico sin herida intracraneal abierta y con pérdida prolongada de consciencia (más de 24 horas) sin recuperación del nivel de consciencia preexistente (trastorno)	S06.386?	67378005
laceración del tronco encefálico sin herida intracraneal abierta y con pérdida prolongada de consciencia (más de 24 horas) sin recuperación del nivel de consciencia preexistente	S06.386?	67378005
disgrafía	R27.8	88278002
disgrafía (hallazgo)	R27.8	88278002
dificultad para caminar	R26.2	719232003
dificultad para caminar (hallazgo)	R26.2	719232003
desplazamiento lateral de la pelvia (hallazgo)	M99.05	783189008
desplazamiento lateral de la pelvia	M99.05	783189008
ausencia de movimiento de la cadera	M25.659	304318002
ausencia de movimiento de la cadera (hallazgo)	M25.659	304318002
dolor abdominal continuo de cuadrante inferior izquierdo	R10.32	707597009
dolor abdominal continuo de cuadrante inferior izquierdo (hallazgo)	R10.32	707597009
cilios ectópicos de párpado (trastorno)	Q82.0	95504004
cilios ectópicos de párpado	Q82.0	95504004
dificultad respiratoria crónica con deficiencia del metabolismo del surfactante (trastorno)	R06.09	783182004
dificultad respiratoria crónica con deficiencia del metabolismo del surfactante	R06.09	783182004
broncoespasmo causado por fármaco	J98.01	762462005
broncoespasmo causado por fármaco (trastorno)	J98.01	762462005
broncoespasmo medicamentoso	J98.01	762462005
síncope tusivo	R05	90129003
vértigo laríngeo	R05	90129003
síncope por tos	R05	90129003
síncope laríngeo	R05	90129003
síncope tusivo (trastorno)	R05	90129003
enfermedad relacionada con el medio institucional	J98.8	90896002
enfermedad relacionada con el medio institucional (trastorno)	J98.8	90896002
cortocircuito de aurícula derecha a ventrículo izquierdo	R09.89	9828009
shunt de aurícula derecha a ventrículo izquierdo	R09.89	9828009
cortocircuito de aurícula derecha a ventrículo izquierdo (hallazgo)	R09.89	9828009
cuarto ruido auricular anormal, r>4<	R01.2	86484008
cuarto ruido auricular anormal, r>4< (hallazgo)	R01.2	86484008
dolor de pecho durante el reposo	R07.89	9267009
dolor de pecho durante el reposo (hallazgo)	R07.89	9267009
palpitaciones con ritmo regular	R00.2	428919002
palpitaciones con ritmo regular (hallazgo)	R00.2	428919002
costilla dolorosa a la palpación	R07.81	298740004
costilla dolorosa a la palpación (hallazgo)	R07.81	298740004
intervalo qrs ancho (hallazgo)	R94.31	991002
intervalo qrs ancho	R94.31	991002
qrs ancho	R94.31	991002
síndrome de livedo reticularis y accidente cerebrovascular	R23.1	716745004
síndrome de livedo reticularis y accidente cerebrovascular (trastorno)	R23.1	716745004
síndrome de ehrmann sneddon	R23.1	716745004
livedo racemosa y accidente cerebrovascular	R23.1	716745004
hiperplasia de la membrana mucosa	R23.8	95355007
hiperplasia mucosa	R23.8	95355007
hiperplasia de la membrana mucosa (hallazgo)	R23.8	95355007
lesión de endometrio	N85.9	92461000119101
lesión de endometrio (trastorno)	N85.9	92461000119101
lesión endometrial	N85.9	92461000119101
anestesia en calcetín	R20.0	66085007
pérdida sensitiva en calcetín	R20.0	66085007
anestesia en bota	R20.0	66085007
anestesia en calcetín (hallazgo)	R20.0	66085007
parestesia de berger	R20.8	95676006
parestesia de berger (hallazgo)	R20.8	95676006
queratosis seborreica de cuero cabelludo	L82.1	446352002
queratosis seborreica de cuero cabelludo (trastorno)	L82.1	446352002
adipsia	R63.8	89492000
ausencia de sed	R63.8	89492000
adipsia (hallazgo)	R63.8	89492000
trastorno neurológico causado por ingestión excesiva de macronutrientes	R63.2	724567003
trastorno neurológico causado por ingestión excesiva de macronutrientes (trastorno)	R63.2	724567003
problema alimentario en la vida adulta	R63.3	733341007
problema alimentario en la vida adulta (hallazgo)	R63.3	733341007
dolor abdominal que empeora con el movimiento	R10.9	71850005
dolor abdominal que empeora con el movimiento (hallazgo)	R10.9	71850005
cólico abdominal	R10.84	9991008
cólico intestinal	R10.84	9991008
cólico abdominal (hallazgo)	R10.84	9991008
dolor abdominal superior	R10.10	83132003
dolor en la zona superior del abdomen	R10.10	83132003
dolor abdominal superior (hallazgo)	R10.10	83132003
lesión no cariada en margen cervical de diente	K08.89	717062009
lesión no cariada en margen cervical de diente (hallazgo)	K08.89	717062009
tendinitis retrofaríngea	J39.2	95410001
tendinitis retrofaríngea (trastorno)	J39.2	95410001
pirosis funcional (trastorno)	R12	722876002
pirosis funcional	R12	722876002
úlcera de antepié debida a diabetes mellitus tipo 2	E11.621	87461000119100
úlcera de antepié debida a diabetes mellitus tipo 2 (trastorno)	E11.621	87461000119100
inhibición de la motilidad gástrica	K30	90972008
inhibición de la motilidad gástrica (hallazgo)	K30	90972008
arcadas violentas	P92.1	9814003
arcadas violentas (hallazgo)	P92.1	9814003
alteración de la coloración de la mucosa del tracto gastrointestinal (hallazgo)	R19.8	95517001
alteración de la coloración de la mucosa del tracto gastrointestinal	R19.8	95517001
dolor en el hipocondrio derecho	R10.11	301367001
dolor hipocondrial derecho	R10.11	301367001
dolor en el hipocondrio derecho (hallazgo)	R10.11	301367001
dolor a la palpación de cuadrante superior derecho del abdomen (hallazgo)	R10.811	448265002
dolor a la palpación de cuadrante superior derecho del abdomen	R10.811	448265002
dolor abdominal a la palpación (hallazgo)	R10.819	43478001
dolor abdominal a la palpación	R10.819	43478001
requerimiento metabólico anormal	E88.9	87133009
requerimiento metabólico anormal (hallazgo)	E88.9	87133009
ausencia de aporte de oxígeno	R09.02	29658002
anoxia	R09.02	29658002
anoxemia	R09.02	29658002
falta de oxígeno	R09.02	29658002
ausencia de aporte de oxígeno (hallazgo)	R09.02	29658002
balance ácido-base anormal	E87.4	704429007
balance ácido-base anormal (hallazgo)	E87.4	704429007
alteración en la alimentación: insuficiente para los requerimientos corporales	E63.9	88202002
trastorno nutricional: insuficiente para los requerimientos corporales	E63.9	88202002
alteración en la nutrición: consumo insuficiente para los requerimientos corporales	E63.9	88202002
alteración en la nutrición: consumo insuficiente para los requerimientos corporales (hallazgo)	E63.9	88202002
hemoglobina a1c por encima del rango de referencia (hallazgo)	R73.09	444751005
hemoglobina a1c por encima del rango de referencia	R73.09	444751005
neumonía por aspiración debida a la inhalación de leche	P24.81	83608006
neumonía por aspiración causada por inhalación de leche	P24.81	83608006
neumonía por aspiración causada por inhalación de leche (trastorno)	P24.81	83608006
úlcera de esófago debida a enfermedad por reflujo gastroesofágico sin complicación (trastorno)	K21.0	717849006
úlcera de esófago debida a enfermedad por reflujo gastroesofágico sin complicación	K21.0	717849006
ruptura de arteria coronaria concomitante con aneurisma de arteria coronaria y debido a él	I21.9	735566005
ruptura de arteria coronaria concomitante con aneurisma de arteria coronaria y debido a él (trastorno)	I21.9	735566005
neoplasia benigna del nervio vago	D33.3	92474007
neoplasia benigna del nervio vago (trastorno)	D33.3	92474007
síndrome de münchhausen por poder	F68.12	95637005
síndrome de münchhausen por poder (trastorno)	F68.12	95637005
parálisis de nervio craneal debido a diabetes mellitus de tipo 1	E10.40	770098001
parálisis de nervio craneal debido a diabetes mellitus de tipo 1 (trastorno)	E10.40	770098001
depuración renal disminuida	R94.4	83096004
aclaramiento renal disminuido	R94.4	83096004
clearance renal disminuido	R94.4	83096004
depuración renal disminuida (hallazgo)	R94.4	83096004
elevación asintomática aislada de creatinfosfocinasa (trastorno)	R74.8	773990006
elevación asintomática aislada de creatinfosfocinasa	R74.8	773990006
cristalización de riñón	N28.89	95582003
cristalización de riñón (trastorno)	N28.89	95582003
cólico renal	N23	7093002
cólico renal (hallazgo)	N23	7093002
útero imperforado	Q51.828	93034002
histeroatresia	Q51.828	93034002
atresia del útero	Q51.828	93034002
atresia del útero (trastorno)	Q51.828	93034002
paraplejía debida a accidente cerebrovascular y posterior a él	I69.365	12367511000119101
paraplejía debida a accidente cerebrovascular y posterior a él (trastorno)	I69.365	12367511000119101
vejiga neurogénica no inhibida	N31.0	102832009
vejiga neurogénica no inhibida (hallazgo)	N31.0	102832009
dificultad en la micción	R39.16	102835006
dificultad para orinar	R39.16	102835006
dificultad en la micción (hallazgo)	R39.16	102835006
estrechez uretral	N35.92	76618002
estrechez uretral (trastorno)	N35.92	76618002
orina negra	R82.998	88746009
orina negra (hallazgo)	R82.998	88746009
quiluria	R82.0	91098006
quiluria (hallazgo)	R82.0	91098006
nueva sustancia psicoactiva en orina positiva	R82.5	769205006
nueva sustancia psicoactiva en orina positiva (hallazgo)	R82.5	769205006
olor anormal de la orina	R82.90	8769003
olor anormal de la orina (hallazgo)	R82.90	8769003
cambios celulares reactivos debidos a dispositivo anticonceptivo intrauterino	T83.89X?	733529001
cambios celulares reactivos debidos a dispositivo anticonceptivo intrauterino (hallazgo)	T83.89X?	733529001
tiroiditis de hashimoto, variante fibrosa	E06.3	84362007
tiroiditis fibrosa autoinmune	E06.3	84362007
tiroiditis crónica, variante fibrosa	E06.3	84362007
tiroiditis de hashimoto, variante fibrosa (trastorno)	E06.3	84362007
vigilancia de píldora anticonceptiva oral administrada para una indicación diferente a la anticoncepción realizada	Z30.41	81711000119101
vigilancia de píldora anticonceptiva oral administrada para una indicación diferente a la anticoncepción realizada (situación)	Z30.41	81711000119101
ecografía prenatal incapaz de confirmar embarazo	Z32.00	370381000
ecografía prenatal incapaz de confirmar embarazo (hallazgo)	Z32.00	370381000
embarazos previos: 10	Z33.1	82634006
gestas: 10	Z33.1	82634006
embarazos previos: 10 (hallazgo)	Z33.1	82634006
abortadora habitual - no embarazada	N96	237036002
abortadora habitual - no embarazada (hallazgo)	N96	237036002
embarazo prolongado	O48.0	90968009
embarazo postérmino	O48.0	90968009
gestación prolongada	O48.0	90968009
